,0
1836,שמדליף
1837,שאומר
1838,ההדלפות
1839,העיתונאים
1840,במומנטום
1841,חזק
1842,נצחונות
1843,העברנו
1844,בעצרת
1845,הכללית
1846,גינוי
1847,החמאס
1848,כשזה
1849,מגיע
1850,כללים
1851,ודרשו
1852,שיהיה
1853,כשעברו
1854,הצעות
1855,נגד
1856,עברו
1857,רגיל
1858,דוח
1859,FBI
1860,מציין
1861,פשעי
1862,השנאה
1863,בארצות
1864,הברית
1865,מזכל
1866,צודקת
1867,בהתקפות
1868,שקוראים
1869,הצרפתי
1870,הומצא
1871,דודי
1872,אמסלם
1873,הראשון
1874,שהציע
1875,לאמץ
1876,משמעותית
1877,לאוויר
1878,ונוסח
1879,בעברית
1880,והוגש
1881,בימי
1882,כנסת
1883,מקדימה
1884,ישנן
1885,שכונות
1886,גדולות
1887,במזרח
1888,ירושלים
1889,ששונות
1890,שאר
1891,השכונות
1892,הערביות
1893,מחנה
1894,שועפט
1895,וכפר
1896,עקב
1897,התקבלה
1898,גדר
1899,הפרדה
1900,שטחה
1901,המוניציפלי
1902,שהשאירה
1903,לגדר
1904,הערכות
1905,שגרים
1906,המחוקק
1907,חשב
1908,שלשלוח
1909,הביתה
1910,להחליף
1911,ומשטר
1912,וקו
1913,אידאולוגי
1914,רף
1915,גבוה
1916,שתקפו
1917,המהלך
1918,מהאופוזיציה
1919,רובם
1920,המוחלט
1921,שיאיר
1922,בכיר
1923,ישבו
1924,בממשלה
1925,חרדיות
1926,חוקקו
1927,הכריזה
1928,חברון
1929,כאתר
1930,תוך
1931,התעלמות
1932,מוחלטת
1933,מההיסטוריה
1934,היהודית
1935,שורה
1936,החלטות
1937,שמוחקת
1938,האופי
1939,השיח
1940,הר
1941,הבית
1942,מוסלמי
1943,בלבד
1944,מהאוכלוסייה
1945,בירושלים
1946,מתגוררים
1947,מעבר
1948,לקו
1949,הירוק
1950,עובדה
1951,שאף
1952,שגרירות
1953,למערב
1954,לששת
1955,הימים
1956,ולשליטה
1957,הליך
1958,בשלב
1959,מתקדם
1960,שתהיה
1961,המלצה
1962,לגמרי
1963,לקואליציה
1964,לאופוזיציה
1965,בוועדת
1966,לדריסה
1967,חסרת
1968,חוקף
1969,עוקף
1970,שבגץ
1971,דעות
1972,שפוגע
1973,בזכויות
1974,עובדתית
1975,היינו
1976,ברצועת
1977,עוני
1978,סגר
1979,גירעון
1980,העביר
1981,משק
1982,במשבר
1983,בור
1984,תקציבי
1985,משתולל
1986,אבטלה
1987,גבוהה
1988,ושנתיים
1989,אחכ
1990,העברתי
1991,מהנמוכים
1992,מהנמוכות
1993,שינינו
1994,מהיסוד
1995,הניהול
1996,החברות
1997,הממשלתיות
1998,הוצאנו
1999,המינויים
2000,הפוליטיים
2001,והעברנו
2002,מהפסד
2003,שנתי
2004,קבוע
2005,לרווח
2006,הרבעון
2007,באוצר
2008,הדיור
2009,במקצת
2010,רלוונטי
2011,מפני
2012,המטרה
2013,שהחוק
2014,יעבור
2015,שנתניהו
2016,יוזמן
2017,לחקירה
2018,בפרשת
2019,הצוללות
2020,והאחרונה
2021,שמישהו
2022,לדון
2023,בחלוקת
2024,אהוד
2025,ברק
2026,בדצמבר
2027,שגם
2028,זרק
2029,פנימה
2030,לסל
2031,משטחי
2032,הגדה
2033,והתחילו
2034,האינתיפאדה
2035,השנייה
2036,הרשמית
2037,ולעולם
2038,מתבטאת
2039,בנושאים
2040,יעמדו
2041,ביעדים
2042,הסנקציות
2043,הפליליות
2044,מופעלות
2045,אוטומטי
2046,ילכו
2047,לבית
2048,סוהר
2049,הקמתה
2050,המזון
2051,שחיקת
2052,השכר
2053,הריאלי
2054,ההוצאות
2055,גדלות
2056,סטטיסטית
2057,מרוויחים
2058,העובדה
2059,שסבאא
2060,שולחים
2061,לבדוק
2062,המידע
2063,הביא
2064,באום
2065,ימים
2066,דוגמה
2067,לחורים
2068,בפיקוח
2069,לפנות
2070,ואז
2071,הזמינו
2072,ואת
2073,סבאא
2074,להיוולד
2075,בוילה
2076,בפריז
2077,בקטאר
2078,ולקבל
2079,בבוקר
2080,שבו
2081,נולד
2082,תעודת
2083,תושב
2084,אזרח
2085,צרפתי
2086,בקריאה
2087,ראשונה
2088,הפונדקאות
2089,המלא
2090,הזכויות
2091,הלהטבית
2092,ורק
2093,נפלה
2094,כניסתי
2095,למשרד
2096,בשיא
2097,משנתיים
2098,כשנתניהו
2099,פירק
2100,תלולה
2101,הורידה
2102,מתקציב
2103,הרשות
2104,הלאומית
2105,לחדשנות
2106,יחד
2107,ממיליארד
2108,המטוס
2109,סל
2110,מטוס
2111,שעולה
2112,החולים
2113,קונה
2114,כשהתוספת
2115,המפלגה
2116,שהצליחה
2117,גיוס
2118,שיניים
2119,שהוביל
2120,שיותר
2121,התגייסו
2122,יצאו
2123,לשוק
2124,סבא
2125,שלחם
2126,מלחמות
2127,קצבה
2128,תלמיד
2129,ישיבה
2130,שמשתמט
2131,מגיוס
2132,יקבל
2133,סידרו
2134,השארתי
2135,לנתניהו
2136,ממשלתיות
2137,שמרוויחות
2138,כשקיבלתי
2139,ההוצאה
2140,הציבורית
2141,עלתה
2142,ההכנסות
2143,מתחת
2144,לתחזיות
2145,גבו
2146,תפעלו
2147,מאלף
2148,בחודש
2149,חייל
2150,בודד
2151,משוחרר
2152,לחיילי
2153,מילואים
2154,עצמאים
2155,קידם
2156,ליברמן
2157,שפועל
2158,ובכל
2159,פועל
2160,צמצם
2161,הסיגריות
2162,צעירים
2163,ונזכיר
2164,מהמעשנים
2165,מתחילים
2166,בגיל
2167,צעיר
2168,תיכון
2169,גיל
2170,ששטראכה
2171,גורם
2172,בו
2173,אלמנט
2174,אנטישמי
2175,נאו
2176,נאצי
2177,עמדתי
2178,מבטאת
2179,השגרירה
2180,באוסטריה
2181,כשני
2182,פלוס
2183,מינוס
2184,מזרח
2185,הגיש
2186,הסתייגות
2187,תחנות
2188,הדלק
2189,נמצאות
2190,בשטחן
2191,המועצות
2192,האזוריות
2193,למועצות
2194,עזר
2195,במועצות
2196,אזוריות
2197,יכולת
2198,קיבלנו
2199,לידינו
2200,ובו
2201,עולים
2202,ובסך
2203,נבלם
2204,כשמישהו
2205,אליך
2206,יד
2207,מושטת
2208,מתנהג
2209,ברמאללה
2210,רמת
2211,הערבי
2212,מהדירות
2213,ציבורי
2214,תואם
2215,שאינן
2216,רווחה
2217,שבהן
2218,מחזיקים
2219,ממלאי
2220,כמלאי
2221,עודפים
2222,לבין
2223,הרשימה
2224,המשותפת
2225,הקודמות
2226,המרכולים
2227,שמשמר
2228,סטטוס
2229,נבע
2230,בעקבות
2231,פסילת
2232,דומה
2233,שדיבר
2234,ששר
2235,יצטרך
2236,להמליץ
2237,התייחסותו
2238,ופסל
2239,שולי
2240,מועלם
2241,מידת
2242,הטיפול
2243,שהעניק
2244,מההורים
2245,לקטין
2246,בשנתיים
2247,שקדמו
2248,לפירוד
2249,שניט
2250,קבעה
2251,טובת
2252,הילד
2253,חזרו
2254,למדינות
2255,אפריקאיות
2256,מתוכם
2257,השינוי
2258,ממנה
2259,שינה
2260,ממשלות
2261,מינו
2262,ועדה
2263,שבחרה
2264,עונש
2265,המוות
2266,רוסיה
2267,חוץ
2268,ממדינה
2269,מוות
2270,במדינה
2271,בבלרוס
2272,ובמזרח
2273,התיכון
2274,הפוך
2275,יאיר
2276,ממני
2277,הכלכלה
2278,כולו
2279,בצמיחה
2280,ובצמיחה
2281,והחזיר
2282,כלכלה
2283,שירדה
2284,רחוק
2285,מהמקום
2286,והטוב
2287,איטליה
2288,ומדינות
2289,לשלם
2290,איזשהו
2291,תשלום
2292,כלכלית
2293,ולהחזיר
2294,לאפריקה
2295,בהיסטוריה
2296,הכנרת
2297,מתקרבת
2298,השחור
2299,הארגון
2300,המשמעותי
2301,שמאחורי
2302,הכנס
2303,הבינלאומי
2304,הילדים
2305,פלסטין
2306,שחתום
2307,בראשות
2308,הראשונים
2309,מהמשבר
2310,הכלכלי
2311,הגלובלי
2312,והצטרפנו
2313,בשמאל
2314,ששוללות
2315,זכות
2316,קיומה
2317,יהודית
2318,נכנס
2319,לתפקיד
2320,שירד
2321,גז
2322,זיהום
2323,הפחם
2324,הורג
2325,הטבעי
2326,מציל
2327,דווקא
2328,צרות
2329,יחסית
2330,החזיקו
2331,מעמד
2332,והיו
2333,יציבות
2334,ואולי
2335,מממשלות
2336,איחוד
2337,לרסן
2338,האקטיביזם
2339,השיפוטי
2340,בשום
2341,אחרת
2342,ברמות
2343,תושבים
2344,ובית
2345,דן
2346,בממוצע
2347,עתירות
2348,ששינסקי
2349,שעשיתי
2350,כשר
2351,אוצר
2352,מהרווחים
2353,מהגז
2354,שעלה
2355,לשלטון
2356,עמותות
2357,קש
2358,ואנשיו
2359,בוז
2360,הרצוג
2361,ששתקו
2362,בחקירות
2363,שמבקר
2364,שייתכן
2365,שנקנה
2366,מטיף
2367,החשוד
2368,מתלמידי
2369,כיתות
2370,לומדים
2371,בחינוך
2372,ציוני
2373,מהצעירים
2374,מסיימים
2375,שירות
2376,ואין
2377,שמייצאת
2378,בכדי
2379,הולנד
2380,לחלוטין
2381,הקנאביס
2382,ניסיתי
2383,השלוש
2384,שכביכול
2385,נזף
2386,ברב
2387,פרץ
2388,ייתכן
2389,שבדרום
2390,עיוני
2391,לעומת
2392,חלקים
2393,הגירעון
2394,בהדסה
2395,חזרתי
2396,לתפקידי
2397,ושלושת
2398,רבעי
2399,כאשר
2400,ידעו
2401,מעורבים
2402,קום
2403,המשימה
2404,הוסכם
2405,היית
2406,שרת
2407,כשאף
2408,חרדי
2409,עשיתם
2410,הוספתי
2411,מיטות
2412,למערכת
2413,בבתי
2414,חולים
2415,ממשלתיים
2416,באמצע
2417,קדנציה
2418,באשדוד
2419,אסותא
2420,יהדות
2421,התורה
2422,שבהסכם
2423,דאגה
2424,הקדנציה
2425,שילמו
2426,ההתייקרות
2427,שהציבור
2428,משהם
2429,כשהמשרד
2430,מהתמת
2431,לכלכלה
2432,ומהכלכלה
2433,לרווחה
2434,שלב
2435,תוספת
2436,הועבר
2437,כאגף
2438,ממדינות
2439,להחזיר
2440,לשם
2441,אריתריאה
2442,סודן
2443,הנמוכות
2444,ביותר
2445,האובייקטיבי
2446,ואמנות
2447,לפליטים
2448,הסיפור
2449,גימיק
2450,פרובוקציה
2451,כצורך
2452,פוליטי
2453,לקראת
2454,המוניציפליות
2455,שתוכנית
2456,יצאה
2457,לילה
2458,כשישב
2459,במשרד
2460,המלחמה
2461,זכאים
2462,לקייטנות
2463,בשדרות
2464,הקשבת
2465,לנאום
2466,רבותי
2467,תנו
2468,לרשויות
2469,עבודתן
2470,הדברים
2471,הקביעה
2472,שאומרת
2473,שאדם
2474,לגנוב
2475,הגבול
2476,ולהיכנס
2477,בצורה
2478,להוציא
2479,בכפייה
2480,מטורף
2481,עניין
2482,לבחירה
2483,השופטים
2484,טקס
2485,נאה
2486,בעיניהם
2487,ואיזה
2488,להתייצב
2489,כללי
2490,הפרוטוקול
2491,כנציגים
2492,רשמיים
2493,נוצר
2494,התקדים
2495,ובעקבותיו
2496,פסיקה
2497,ואמר
2498,שלמרות
2499,שמבחינת
2500,הסמכות
2501,טכנית
2502,מהותית
2503,והשר
2504,חייב
2505,לחתום
2506,מקרה
2507,הסדר
2508,מלכתחילה
2509,הבהיר
2510,מעוניין
2511,בדבר
2512,בישיבת
2513,שרי
2514,חודש
2515,עצר
2516,החקיקה
2517,שקיבל
2518,ויכוח
2519,עצם
2520,הצורך
2521,יעסוק
2522,בעלות
2523,שכנראה
2524,שיעסוק
2525,צופה
2526,שבוטל
2527,קצב
2528,היציאה
2529,הגיע
2530,ללמעלה
2531,שיצאו
2532,מכאן
2533,והקצב
2534,וגדל
2535,מיידי
2536,צניחה
2537,לאפס
2538,היוצאים
2539,חולק
2540,פעלו
2541,בתום
2542,לב
2543,ושלא
2544,חשבו
2545,פרטית
2546,חסות
2547,אוטובוס
2548,שוטרים
2549,ומשמר
2550,הוועדה
2551,למעמד
2552,האישה
2553,תשעה
2554,חברים
2555,השתתפו
2556,יושבת
2557,הראש
2558,מהרשימה
2559,ונציג
2560,מרצ
2561,קוריאה
2562,חובה
2563,סיפרו
2564,דירות
2565,הוגשו
2566,בקשות
2567,להיתר
2568,זוגות
2569,אשליה
2570,דירה
2571,זכר
2572,פנייה
2573,הדין
2574,בהאג
2575,חתומים
2576,האמריקאי
2577,אפילו
2578,הגשר
2579,דחף
2580,שפתאום
2581,דוחף
2582,הפעלת
2583,הקו
2584,לירושלים
2585,גרמה
2586,נזקים
2587,הפסדים
2588,בתחום
2589,המטענים
2590,ודברים
2591,ההשקעה
2592,בתחבורה
2593,מבחינת
2594,סכומי
2595,מזה
2596,בכבישים
2597,שכתוב
2598,חשד
2599,לעבירות
2600,שיפרנו
2601,הבטיחות
2602,בדרכים
2603,משתכרים
2604,האיש
2605,חיזק
2606,גושי
2607,ההתיישבות
2608,שאולמרט
2609,בנה
2610,ממנו
2611,כח
2612,הקנייה
2613,האזרח
2614,קטן
2615,משל
2616,חבריו
2617,שתראו
2618,עליית
2619,מחירים
2620,לצרכן
2621,תשאלו
2622,עצמכן
2623,קיבלתם
2624,העלאה
2625,במשכורת
2626,בוא
2627,תדייק
2628,שיגע
2629,יקצץ
2630,ידו
2631,נו
2632,הסגן
2633,מקצץ
2634,ידיים
2635,בלהט
2636,שצריכים
2637,ילד
2638,חריג
2639,אוטיסט
2640,לומד
2641,חינוך
2642,מיוחד
2643,חל
2644,הבגץ
2645,מתעסק
2646,דואג
2647,למסתננים
2648,לילדי
2649,המסתננים
2650,החרדים
2651,דמוקרטית
2652,עליון
2653,חקיקה
2654,ומשרד
2655,בהסכמות
2656,לתקציב
2657,מתקופת
2658,פניות
2659,ביקשו
2660,מגוגל
2661,שבישראל
2662,יצלמו
2663,ברזולוציות
2664,נמוכות
2665,וכך
2666,גוגל
2667,אכן
2668,נוהגת
2669,ומתחשבת
2670,בצרכים
2671,הביטחוניים
2672,וביהודה
2673,שהריבוי
2674,למשפחה
2675,בשנת
2676,בנשיאותו
2677,אהרן
2678,להשיב
2679,מחבלים
2680,גירשנו
2681,הימין
2682,קיבלה
2683,משת
2684,פים
2685,ובני
2686,משפחותיהם
2687,בניו
2688,יורק
2689,סיטי
2690,בוושינגטון
2691,די
2692,סי
2693,בירת
2694,ארצות
2695,למכור
2696,אלכוהול
2697,ראשון
2698,ברשימה
2699,קצרה
2700,הודו
2701,ותאילנד
2702,להן
2703,שיטה
2704,בחירת
2705,מכהנים
2706,בוחרים
2707,שמחליפים
2708,החומוס
2709,אוכל
2710,והטחינה
2711,מטורקיה
2712,טראמפ
2713,הכיר
2714,המאוחדת
2715,כבירתנו
2716,השגרירות
2717,ממוקמת
2718,השכונה
2719,תלפיות
2720,כשארהב
2721,התנגדה
2722,להקמתו
2723,חבר
2724,הלאומים
2725,המאה
2726,העשרים
2727,הצטרפו
2728,שונאים
2729,הגלובליזם
2730,המלג
2731,נתן
2732,למכללות
2733,החרדיות
2734,תואר
2735,מבקשים
2736,שהמכללות
2737,שעד
2738,לימדו
2739,ימשיכו
2740,ללמד
2741,ותראו
2742,בעשרות
2743,ברישום
2744,לתואר
2745,הבאה
2746,בסמכותו
2747,לאכוף
2748,המקומית
2749,ירצה
2750,ביבס
2751,יאכוף
2752,מצע
2753,לליכוד
2754,נבנו
2755,בגדה
2756,המערבית
2757,מוטרדת
2758,מהבנייה
2759,העלה
2760,ביטן
2761,הצעה
2762,כמי
2763,שיזמנו
2764,השואה
2765,אלה
2766,שאומרים
2767,שוהים
2768,חוקיים
2769,נכנסו
2770,אוקראינים
2771,וביקשו
2772,מקלט
2773,מבקשי
2774,מסודן
2775,ואריתריאה
2776,לגרש
2777,בדקו
2778,מרכזי
2779,הסיוע
2780,מגיעות
2781,והמציאות
2782,העגומה
2783,שרוב
2784,המקרים
2785,שמגיעים
2786,נסגרים
2787,מהתיקים
2788,והפרקליטות
2789,נטלתם
2790,סמכותו
2791,השוטרים
2792,לאלף
2793,נפש
2794,המספרים
2795,הקטנים
2796,בפולין
2797,במשטרת
2798,בתכנית
2799,סאטירה
2800,שנרצחו
2801,טרור
2802,ברצינות
2803,להאריך
2804,השערות
2805,לחשוף
2806,השופט
2807,נתונים
2808,בשם
2809,טענה
2810,שמדובר
2811,בחומר
2812,חסוי
2813,רשאית
2814,תיתן
2815,מונח
2816,שחיתות
2817,רבב
2818,התקציב
2819,הביטחוני
2820,פעולתו
2821,בנימין
2822,הבייבי
2823,ביטחון
2824,שהטיעון
2825,הופרך
2826,האתיקה
2827,הדיון
2828,לגברת
2829,שפיר
2830,פעלתי
2831,קשור
2832,לניגוד
2833,עניינים
2834,נקי
2835,שהגשתי
2836,ניירת
2837,עמותה
2838,לעיריית
2839,קרית
2840,גת
2841,לקבל
2842,כספים
2843,כשעמדתי
2844,בראשה
2845,בזמנו
2846,בטח
2847,ובטח
2848,הקפדתי
2849,להשתתף
2850,בדיונים
2851,חשש
2852,יוגש
2853,במה
2854,שקשור
2855,לקבלת
2856,הפרת
2857,אמונים
2858,שזו
2859,עמה
2860,קלון
2861,יורשע
2862,חלילה
2863,להמשיך
2864,לכהן
2865,בתפקידו
2866,העתירה
2867,הנחה
2868,סמוך
2869,ובטוח
2870,שהמלצות
2871,יישארו
2872,חסויות
2873,בעיניו
2874,התייתרה
2875,רצינו
2876,לחסל
2877,ולסגור
2878,מטרה
2879,ומעולם
2880,הצבנו
2881,שהאירוויזיון
2882,עשו
2883,אירוויזיונים
2884,נצטרך
2885,חקיקתי
2886,תפקידם
2887,מובטח
2888,לשנים
2889,ארוכות
2890,שלממשלה
2891,השפעה
2892,שמעתי
2893,מדבר
2894,פלסטינית
2895,נאום
2896,בר
2897,אילן
2898,תקשורת
2899,פוליטיקה
2900,נחשבים
2901,כשוחד
2902,רהמ
2903,היחיד
2904,שכיבד
2905,שרים
2906,מנתה
2907,התחייבנו
2908,שתיק
2909,לאחד
2910,מאנשי
2911,הפתרון
2912,איילת
2913,שקד
2914,לקרנבל
2915,השחיתות
2916,השלטונית
2917,להדיח
2918,פוליטיקאי
2919,מכהן
2920,וואו
2921,עגמת
2922,חוסכים
2923,לאולמרט
2924,לקצב
2925,להירשזון
2926,דרעי
2927,נתוני
2928,חוקק
2929,ובגלל
2930,שעמלת
2931,התיווך
2932,הוזלה
2933,במייצגים
2934,נבהלת
2935,מהחוק
2936,לסגור
2937,עסקים
2938,תכלס
2939,בשטח
2940,עסק
2941,לשלוח
2942,פקחים
2943,האינטרס
2944,שאגב
2945,מניחה
2946,ויסגרו
2947,עובדים
2948,מנדלבליט
2949,לצוללות
2950,לבזק
2951,חמישה
2952,חוקים
2953,לבזות
2954,דגל
2955,וסמלי
2956,דה
2957,לגיטימציה
2958,כנגד
2959,חיילי
2960,לחתור
2961,לתקצב
2962,בסמכותה
2963,הממונה
2964,וחוקי
2965,הנכבה
2966,כחלק
2967,מחוק
2968,שנוסע
2969,לברלין
2970,ללונדון
2971,ולפריז
2972,שביום
2973,עושה
2974,קניות
2975,שטוב
2976,טוב
2977,כרמי
2978,גילון
2979,להתחבא
2980,נרצח
2981,שבעה
2982,הודח
2983,מתפקידו
2984,הטיימס
2985,סקוור
2986,נסגר
2987,בחייו
2988,למדינת
2989,אמרנו
2990,נעביר
2991,התאמות
2992,למשחק
2993,הבלתי
2994,הסרט
2995,הקמת
2996,שס
2997,שיפתח
2998,פסטיבל
2999,הקולנוע
3000,השטח
3001,רווי
3002,באתרים
3003,יהודיים
3004,שתחפרו
3005,תמצאו
3006,מטבע
3007,עתיקות
3008,והיסטוריה
3009,מלפני
3010,הבאנו
3011,תוספות
3012,הבאתם
3013,והקפאות
3014,הגדלתי
3015,גנץ
3016,בקבינט
3017,המבצע
3018,למנהרות
3019,משמעות
3020,ויכולות
3021,מקודם
3022,אלי
3023,ישי
3024,משרתים
3025,מסגרות
3026,בצבא
3027,ודווקא
3028,בתקופת
3029,המספר
3030,באו
3031,שחבר
3032,מביא
3033,ומחליטים
3034,להתלבש
3035,בעניינו
3036,צחי
3037,הנגבי
3038,להימנע
3039,מפרסום
3040,ומתח
3041,שעשה
3042,בפסק
3043,שניתן
3044,הנכבד
3045,רובן
3046,הסרק
3047,הקנטרניות
3048,והטורדניות
3049,כספית
3050,מהצבא
3051,סגור
3052,נשים
3053,נותנות
3054,חופשות
3055,לידה
3056,משנה
3057,חשבון
3058,לשני
3059,ההורים
3060,בהן
3061,העוני
3062,מהנשים
3063,פנו
3064,המשרד
3065,שנתית
3066,אצלי
3067,בגצ
3068,התערב
3069,עמדו
3070,ביעד
3071,הנמוכה
3072,איזו
3073,חרדית
3074,שכונה
3075,בנתה
3076,בשלושים
3077,הוכחה
3078,שכשאתה
3079,מפסיקים
3080,לעשן
3081,מצטמצם
3082,בינלאומיים
3083,שמדד
3084,הג
3085,יני
3086,נמוך
3087,רחוקים
3088,מגרמניה
3089,ששכר
3090,רעב
3091,אכפת
3092,לקדנציה
3093,מסיים
3094,נתתי
3095,ותבדוק
3096,טכנולוגיות
3097,היסע
3098,המונים
3099,אובר
3100,שלוקחות
3101,אותך
3102,מדלת
3103,לדלת
3104,בנוחות
3105,מדהימה
3106,וביעילות
3107,ובמחיר
3108,זול
3109,מאוטובוס
3110,רכבת
3111,לסכום
3112,פנומנלי
3113,שח
3114,לתלמיד
3115,לחודש
3116,במבחני
3117,ההשוואה
3118,הבינלאומיים
3119,תלמידי
3120,כשההשקעה
3121,מהסכום
3122,כביטוח
3123,לאומי
3124,קצבאות
3125,ושירות
3126,לאזרח
3127,הולכים
3128,הארץ
3129,מגיעים
3130,והארץ
3131,מצרים
3132,בשבוע
3133,בוצעה
3134,פריצת
3135,היסטורית
3136,ובמסגרתה
3137,נציגי
3138,ויצו
3139,לראשונה
3140,לדיוני
3141,ואף
3142,התחייבו
3143,לפתוח
3144,הארכיונים
3145,נוסח
3146,הממשלות
3147,החמיץ
3148,הזדמנות
3149,להצביע
3150,נישואים
3151,אזרחיים
3152,להטב
3153,התפרסם
3154,הנתון
3155,אשפוז
3156,המפותחות
3157,ממלכתי
3158,דתי
3159,הגיוס
3160,תפקידי
3161,הכפלנו
3162,מסיימי
3163,לימוד
3164,מתמטיקה
3165,מסדירים
3166,כיום
3167,מפורשת
3168,שלבגץ
3169,מותר
3170,לפסול
3171,בשבועות
3172,ואומר
3173,עצמם
3174,לשנות
3175,מעת
3176,לעת
3177,מתקבל
3178,בשתי
3179,עולם
3180,בהודו
3181,ובבנגלדש
3182,כשהם
3183,נושאים
3184,ואוזקים
3185,הידיים
3186,שברח
3187,מסכנת
3188,נשאיר
3189,נפקיר
3190,למותו
3191,הפניות
3192,בגברים
3193,יחס
3194,גברים
3195,לנשים
3196,זקנים
3197,אלו
3198,סימנים
3199,מובהקים
3200,להסתננות
3201,לצרכי
3202,פליטות
3203,ובריחה
3204,שבינתיים
3205,מקימים
3206,שנחקר
3207,הפקולטה
3208,לרפואה
3209,מהווה
3210,מנוע
3211,אדיר
3212,לאקדמיה
3213,ולמערכת
3214,שנמצאת
3215,במחסור
3216,ברופאים
3217,הוקם
3218,מלחמת
3219,כלקח
3220,למנוע
3221,במצבים
3222,אזור
3223,הלכו
3224,וירדו
3225,לשפל
3226,הגעתי
3227,וקיבלתי
3228,נועזת
3229,נכפיל
3230,והצלחנו
3231,שעברה
3232,תלמידים
3233,סיימו
3234,בהצלחה
3235,לקחתי
3236,מפלגה
3237,בחוב
3238,וצמצמתי
3239,בעבודה
3240,והשארתי
3241,פירקתי
3242,מונופול
3243,המלט
3244,נשר
3245,המונופול
3246,שופטי
3247,במינוי
3248,בכיתה
3249,הממוצע
3250,הארצי
3251,שיטת
3252,הדו
3253,מוצלחת
3254,שמשתמשת
3255,בחריין
3256,תוכנית
3257,הצפון
3258,שהובטחה
3259,ההבטחות
3260,הואשם
3261,פעל
3262,העירה
3263,אפשרה
3264,ולנהל
3265,הדיונים
3266,הופכת
3267,שעוד
3268,מאשרות
3269,גאים
3270,קיצצה
3271,בתקציבי
3272,והרווחה
3273,אסירים
3274,ביטחוניים
3275,נכנסים
3276,לבקר
3277,ולבדוק
3278,מתייחסים
3279,אליהם
3280,ובאיזה
3281,תנאים
3282,נכלאים
3283,להיכנס
3284,ביישובים
3285,הערביים
3286,בקואליציה
3287,וטו
3288,ניתנת
3289,אפנה
3290,ההסכמים
3291,הקואליציוניים
3292,שכתב
3293,ברובם
3294,ככולם
3295,מופיע
3296,מיגור
3297,השווינו
3298,הזקנה
3299,שניתנו
3300,לעולים
3301,החדשים
3302,לקצבאות
3303,לכלל
3304,הסיעות
3305,סיעות
3306,מסתכל
3307,בזכות
3308,סיעת
3309,כחצי
3310,בגילאי
3311,שמפוקחות
3312,מפוקחות
3313,שהחקיקה
3314,שבמקום
3315,שגזר
3316,דין
3317,יתקבל
3318,להתקבל
3319,כשהתמודדתי
3320,ביבי
3321,כיור
3322,ניצחתי
3323,ערי
3324,שקיבלנו
3325,בקרית
3326,שמונה
3327,סמל
3328,שמושיטה
3329,עזרה
3330,לסורים
3331,שמקבלת
3332,פצועים
3333,ומסייעת
3334,בסיוע
3335,הומניטארי
3336,בגבול
3337,השפה
3338,שפה
3339,רשמית
3340,מתדיין
3341,החומרים
3342,בערבית
3343,בבגץ
3344,בפתיחת
3345,האמריקאית
3346,הוזמנו
3347,חס
3348,וחלילה
3349,קח
3350,לדוגמא
3351,טרמאפ
3352,והאביב
3353,המדיני
3354,היקף
3355,הנמוך
3356,בדור
3357,מקפיאה
3358,בפועל
3359,החלת
3360,בונות
3361,מתיישבים
3362,אכלוס
3363,בניינים
3364,בגבעת
3365,שמואל
3366,שומע
3367,ממליצים
3368,כותבים
3369,הושגה
3370,השגת
3371,התשתית
3372,הראייתית
3373,המלאכה
3374,חוקרים
3375,המשפטנים
3376,בלמעלה
3377,ממאה
3378,שמקיימות
3379,תהליכי
3380,פנימיות
3381,פריימריז
3382,הקמפיין
3383,הפנימי
3384,המועמדים
3385,ממומן
3386,נפתחה
3387,בעיצומה
3388,העידו
3389,שחוק
3390,עליה
3391,מתקנת
3392,עוול
3393,היסטורי
3394,אנכרוניסטי
3395,מטופש
3396,שהחליטה
3397,שתל
3398,בשונה
3399,השגרירויות
3400,מוקמה
3401,הקים
3402,שגרירויות
3403,ברח
3404,מירושלים
3405,צומת
3406,שעוברים
3407,גרים
3408,אחראית
3409,מהתמג
3410,תחושה
3411,שכמה
3412,פוליטיקאים
3413,בתור
3414,לתאר
3415,היחסים
3416,נוני
3417,מוזס
3418,בתיק
3419,חשדות
3420,לפלילים
3421,הים
3422,לירדן
3423,תישאר
3424,מאוחדת
3425,התנחלות
3426,תפונה
3427,העקרונות
3428,שממשיכים
3429,ללוות
3430,אותנו
3431,בעיני
3432,מוסרי
3433,להרוס
3434,ולהחריב
3435,מהבתים
3436,תובע
3437,שטען
3438,הקרקע
3439,מאחר
3440,והתקיימה
3441,הטיה
3442,בשורה
3443,החל
3444,ממערת
3445,הכותל
3446,המערבי
3447,פרישה
3448,סוף
3449,השנה
3450,האזרחית
3451,חלש
3452,מעד
3453,אינטרסנט
3454,במהותו
3455,חזקות
3456,מכהנת
3457,כיה
3458,ניהלתי
3459,השיחות
3460,ומול
3461,מגובה
3462,הפרלמנט
3463,הצ
3464,שתמכו
3465,במעשה
3466,העקירה
3467,לקדימה
3468,שהתנגדו
3469,נשארו
3470,שנותרה
3471,במפה
3472,הפוליטית
3473,ציונות
3474,והבית
3475,סיפוח
3476,השטחים
3477,המסקנה
3478,שהבית
3479,איננו
3480,חבל
3481,רביעי
3482,כשהנחתי
3483,שמאמצת
3484,מגילת
3485,העצמאות
3486,הצביעה
3487,בהנחייתו
3488,מערערת
